t,cbhIdx5,cbhIdx1
2019-03-28,1240.557002,1178.500319
2019-03-29,1248.009836,1186.877898
2019-04-01,1260.473671,1200.00299
2019-04-02,1262.563175,1199.726069
2019-04-03,1265.309211,1204.335009
2019-04-04,1262.985815,1206.375922
2019-04-05,1269.208395,1217.078823
2019-04-08,1276.368112,1217.568813
2019-04-09,1270.107696,1207.905932
2019-04-10,1276.624352,1217.679969
2019-04-11,1275.997995,1213.079744
2019-04-12,1284.568941,1214.371483
2019-04-15,1283.020894,1213.408222
2019-04-16,1284.987498,1206.7201
2019-04-17,1288.959175,1190.065481
2019-04-18,1290.961941,1193.451019
2019-04-19,1290.961941,1193.451019
2019-04-22,1292.570719,1196.22301
2019-04-23,1300.118819,1214.674175
2019-04-24,1302.283969,1213.7355
2019-04-25,1290.223843,1203.001453
2019-04-26,1298.469989,1218.410357
2019-04-29,1299.389347,1218.190823
2019-04-30,1300.340112,1212.996985
2019-05-01,1300.055583,1204.466624
2019-05-02,1296.870674,1198.26334
2019-05-03,1309.427351,1212.791995
2019-05-06,1304.561003,1215.687673
2019-05-07,1286.522936,1194.694455
2019-05-08,1286.072175,1190.304244
2019-05-09,1285.100569,1182.76467
2019-05-10,1293.567244,1186.39049
2019-05-13,1266.21554,1157.738319
2019-05-14,1278.68671,1169.438342
2019-05-15,1286.313072,1177.205361
2019-05-16,1299.560648,1179.815687
2019-05-17,1293.170962,1174.093653
2019-05-20,1284.031298,1167.752994
2019-05-21,1296.022972,1182.753979
2019-05-22,1293.740022,1178.365788
2019-05-23,1277.014187,1157.561858
2019-05-24,1278.688319,1154.752456
2019-05-27,1278.688319,1154.752456
2019-05-28,1269.624974,1137.876762
2019-05-29,1260.907531,1136.179778
2019-05-30,1269.702157,1137.261454
2019-05-31,1257.158645,1124.783754
2019-06-03,1256.194805,1122.394519
2019-06-04,1282.878291,1155.303312
2019-06-05,1295.270818,1154.204529
2019-06-06,1303.974046,1158.652552
2019-06-07,1321.800238,1170.685701
2019-06-10,1326.349057,1178.018995
2019-06-11,1321.117362,1181.03513
2019-06-12,1323.423844,1178.475916
2019-06-13,1328.528781,1191.074866
2019-06-14,1327.466462,1176.360898
2019-06-17,1329.040073,1175.319138
2019-06-18,1339.773552,1198.537688
2019-06-19,1346.734516,1203.052772
2019-06-20,1359.742509,1220.370636
2019-06-21,1356.183901,1221.442468
2019-06-24,1355.923202,1203.838487
2019-06-25,1336.59628,1193.672095
2019-06-26,1329.010328,1207.937109
2019-06-27,1332.649711,1217.803078
2019-06-28,1340.241916,1230.984692
2019-07-01,1350.649435,1239.224179
2019-07-02,1357.542821,1227.209708
2019-07-03,1369.997236,1234.802834
2019-07-04,1369.997236,1234.802834
2019-07-05,1365.548102,1234.146144
2019-07-08,1360.103141,1225.461627
2019-07-09,1361.445148,1228.160441
2019-07-10,1369.937075,1232.436588
2019-07-11,1375.759596,1230.610271
2019-07-12,1383.119792,1238.471633
2019-07-15,1385.259614,1230.520612
2019-07-16,1379.128081,1229.628451
2019-07-17,1370.935008,1215.802192
2019-07-18,1377.36633,1199.508391
2019-07-19,1371.989518,1188.414172
2019-07-22,1377.715913,1188.728334
2019-07-23,1384.352477,1200.326425
2019-07-24,1395.059596,1216.586732
2019-07-25,1386.546776,1201.713757
2019-07-26,1395.724116,1214.717198
2019-07-29,1394.867123,1205.01088
2019-07-30,1396.028908,1201.629791
2019-07-31,1373.872932,1195.907435
2019-08-01,1373.435308,1173.00023
2019-08-02,1360.699273,1162.693217
2019-08-05,1319.680232,1122.538111
2019-08-06,1341.079587,1130.310436
2019-08-07,1348.319143,1129.439687
2019-08-08,1378.551798,1152.274534
2019-08-09,1368.348668,1138.786338
2019-08-12,1351.331206,1121.323855
2019-08-13,1372.316967,1135.125328
2019-08-14,1336.570745,1093.436112
2019-08-15,1342.814628,1083.530302
2019-08-16,1363.566521,1104.555241
2019-08-19,1381.739361,1120.502886
2019-08-20,1374.317667,1114.336252
2019-08-21,1386.942907,1119.001557
2019-08-22,1380.904424,1112.837902
2019-08-23,1343.915056,1085.806357
2019-08-26,1361.737489,1099.1089
2019-08-27,1362.191443,1091.603627
2019-08-28,1367.882032,1096.163287
2019-08-29,1383.166241,1110.240708
2019-08-30,1381.441152,1104.387865
2019-09-02,1381.441152,1104.387865
2019-09-03,1370.274704,1089.573553
2019-09-04,1387.506094,1105.50074
2019-09-05,1406.320023,1120.654533
2019-09-06,1408.047932,1128.659056
2019-09-09,1399.223312,1148.067683
2019-09-10,1395.172351,1160.30509
2019-09-11,1407.158269,1176.170984
2019-09-12,1412.68288,1173.68598
2019-09-13,1406.456242,1178.674637
2019-09-16,1399.530839,1201.455355
2019-09-17,1407.025417,1185.063753
2019-09-18,1408.151349,1168.766164
2019-09-19,1409.977765,1161.310592
2019-09-20,1404.077898,1155.74121
2019-09-23,1404.462197,1156.404391
2019-09-24,1394.57229,1130.692504
